5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
,,,,,,,,,-0.000218,-0.000218,0
,,period gain: ,0.0,it is recommended to: buy,1,rsi index is: 1,arima index is: 0.09580802241148059,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
,,,,,,,,,-0.000218,-0.000218,0
,,period gain: ,0.0,it is recommended to: buy,1,rsi index is: 1,arima index is: 0.09580802241148063,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
,,,,,,,,,-0.000218,-0.000218,0
,,period gain: ,0.0,it is recommended to: buy,1,rsi index is: 1,arima index is: 0.09580802241148065,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
,,,,,,,,,-0.000218,-0.000218,0
,,period gain: ,0.0,it is recommended to: buy,1,rsi index is: 1,arima index is: 0.09580802241148059,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 17:56,0.904387,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
5-5 14:24,0.914543,,,,,,,,,,
